bcr_sample_barcode	bcr_analyte_barcode	a260_a280_ratio	amount	analyte_type	analyte_type_id	bcr_analyte_uuid	concentration	gel_image_file	normal_tumor_genotype_match	pcr_amplification_successful	spectrophotometer_method	well_number	ratio_28s_18s	rinvalue
TCGA-76-6282-01A	TCGA-76-6282-01A-11D	1.9	271.03 uL	DNA	D	d7d30ce7-eafd-4d2f-9571-eb03437b88eb	0.13 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	NO	UV Spec	[]	null	null
TCGA-76-6282-01A	TCGA-76-6282-01A-11H	1.8	95.83 uL	RNA	H	7a4ffc2a-390b-4f12-aeac-2b345958e8af	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-76-6282-01A	TCGA-76-6282-01A-11R	1.7	49.5 uL	RNA	R	77ce4f3f-aae7-4c91-b1bd-eab96957537d	0.13 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.628954	9.3
TCGA-76-6282-10A	TCGA-76-6282-10A-01D	1.9	503.33000000000004 uL	DNA	D	87a9b350-c7d3-468a-8d65-ab886a949f14	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	NO	UV Spec	[]	null	null
TCGA-87-5896-01A	TCGA-87-5896-01A-01D	1.9	236.02999999999997 uL	DNA	D	b1eafb79-edf4-4801-abc7-ee0ebbaf4a18	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	NO	UV Spec	[]	null	null
TCGA-87-5896-01A	TCGA-87-5896-01A-01H	1.7	76.83 uL	RNA	H	cf7f3be6-3666-41a9-93a5-45c415087b98	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-87-5896-01A	TCGA-87-5896-01A-01R	1.8	27.499999999999996 uL	RNA	R	a2d97371-39a9-42b0-8230-bd9b2998fda1	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.6	9.4
TCGA-87-5896-10A	TCGA-87-5896-10A-01D	1.9	349.33 uL	DNA	D	0e69b520-6009-4cc0-8d26-c103600fb22b	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	NO	UV Spec	[]	null	null
TCGA-14-0781-01B	TCGA-14-0781-01B-01D	1.9	0 uL	DNA	D	20182fd0-c3d2-4c98-a63d-3a03ffd35c25	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-14-0781-01B	TCGA-14-0781-01B-01R	1.8	0 uL	RNA	R	498ca9a0-082b-4bc2-806c-5e842c93917f	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.3	8.1
TCGA-14-0781-01B	TCGA-14-0781-01B-01T	[Pending]	0 uL	Total RNA	T	52a64ff1-ead9-48c8-855b-caaa50fca0f6	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-14-0781-10A	TCGA-14-0781-10A-01D	1.9	0 uL	DNA	D	d9b180ef-8157-4c9f-9c1a-572bd3d360a7	0.17 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-19-5956-01A	TCGA-19-5956-01A-11D	1.9	342.03 uL	DNA	D	897e41c6-c3c5-4b4d-924b-3c810f2dae0d	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	NO	UV Spec	[]	null	null
TCGA-19-5956-01A	TCGA-19-5956-01A-11H	1.8	71.83 uL	RNA	H	fa8b777e-577b-45cb-91e5-e374c03f4067	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-19-5956-01A	TCGA-19-5956-01A-11R	1.7	21.499999999999996 uL	RNA	R	930cf702-86a4-412a-93cc-87c88e31ed86	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.6	8.7
TCGA-19-5956-11A	TCGA-19-5956-11A-01D	1.9	123.33000000000001 uL	DNA	D	12600c7b-15b3-4de5-a5e9-d3c06fc28503	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	NO	UV Spec	[]	null	null
TCGA-19-5947-01A	TCGA-19-5947-01A-11D	1.9	56.03 uL	DNA	D	fa9d86e1-011e-44e6-ad76-0adc532e7e5a	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	NO	UV Spec	[]	null	null
TCGA-19-5947-01A	TCGA-19-5947-01A-11H	1.7	45.83 uL	RNA	H	51a2f555-0866-441b-b5b3-7edb291638ca	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-19-5947-01A	TCGA-19-5947-01A-11R	1.7	0 uL	RNA	R	2c90dc50-59f2-41c7-baba-5a149cbe51a1	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.3	8.1
TCGA-19-5947-11A	TCGA-19-5947-11A-01D	1.8	45.33 uL	DNA	D	5859b920-3083-4062-a066-2f7b740f07b8	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	NO	UV Spec	[]	null	null
TCGA-19-5959-01A	TCGA-19-5959-01A-11D	1.9	206.02999999999997 uL	DNA	D	d29a7035-38ac-43a5-9334-345bb326cd29	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	NO	UV Spec	[]	null	null
TCGA-19-5959-01A	TCGA-19-5959-01A-11H	1.8	72.83 uL	RNA	H	9b53ef79-1de6-49a1-bef7-9406cbb642ca	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-19-5959-01A	TCGA-19-5959-01A-11R	1.7	19.499999999999996 uL	RNA	R	d139936f-f202-4fd4-9956-a516012c1d0c	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.2	7.4
TCGA-19-5959-11A	TCGA-19-5959-11A-01D	1.7	97.33000000000001 uL	DNA	D	ebb4dc4d-7157-4f51-b498-b539a4ebb847	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	NO	UV Spec	[]	null	null
TCGA-76-6192-01A	TCGA-76-6192-01A-11D	1.9	102.03000000000002 uL	DNA	D	e1ac1cb1-9aba-47f6-b253-11be7c06cd1e	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	NO	UV Spec	[]	null	null
TCGA-76-6192-01A	TCGA-76-6192-01A-11H	1.8	48.83 uL	RNA	H	7f3dde9d-630d-4d0d-9fbf-55bf401a021f	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-76-6192-01A	TCGA-76-6192-01A-11R	1.7	7.5 uL	RNA	R	2e37f57f-5c50-4a1e-8a4d-2d7c0586706b	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.079064	7.4
TCGA-76-6192-10A	TCGA-76-6192-10A-01D	1.9	620.33 uL	DNA	D	2d1a6141-b67d-430d-afac-728d5dfcd3b6	0.17 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	NO	UV Spec	[]	null	null
TCGA-19-5955-01A	TCGA-19-5955-01A-11D	1.9	77.03000000000002 uL	DNA	D	1871c89d-d037-4dfc-abf1-51723c0d7ed5	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	NO	UV Spec	[]	null	null
TCGA-19-5955-01A	TCGA-19-5955-01A-11H	1.8	95.83 uL	RNA	H	0caae725-c446-4335-8a3d-ce9a668faa64	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-19-5955-01A	TCGA-19-5955-01A-11R	1.7	17.5 uL	RNA	R	87b4cab3-1e90-4333-9dd3-05372cda7dec	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.4	8.6
TCGA-19-5955-11A	TCGA-19-5955-11A-01D	1.8	93.33000000000001 uL	DNA	D	6017488a-292b-4fe4-8c56-56aeff6c99a1	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	NO	UV Spec	[]	null	null
TCGA-19-5951-01A	TCGA-19-5951-01A-11D	1.9	372.03 uL	DNA	D	3df40ad7-6604-4041-97cb-04112761321f	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	NO	UV Spec	[]	null	null
TCGA-19-5951-01A	TCGA-19-5951-01A-11H	1.8	150.83 uL	RNA	H	da73762f-b9aa-4c5e-a997-866db6ce1fc3	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-19-5951-01A	TCGA-19-5951-01A-11R	1.7	34.2 uL	RNA	R	7580a391-c43e-48a0-9e82-94b8ca6c1b94	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.3	7.9
TCGA-19-5951-11A	TCGA-19-5951-11A-01D	1.8	486.33000000000004 uL	DNA	D	1c4a5da1-daeb-4aab-aa57-0fabd58907fe	0.17 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	NO	UV Spec	[]	null	null
TCGA-06-5858-01A	TCGA-06-5858-01A-01D	1.9	184.03 uL	DNA	D	798d484e-5871-41d1-888a-baa0352dec83	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	NO	UV Spec	[]	null	null
TCGA-06-5858-01A	TCGA-06-5858-01A-01R	1.8	65.10000000000002 uL	RNA	R	31f3bd11-f255-4a6d-93f2-f870c768a573	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.311693	8.6
TCGA-06-5858-01A	TCGA-06-5858-01A-01T	[Pending]	147.6 uL	Total RNA	T	a092683c-5384-4f13-9251-067cde7ad025	0.10 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-5858-10A	TCGA-06-5858-10A-01D	1.9	4.329999999999998 uL	DNA	D	2ee0ae1c-ddfa-4b66-8bbf-6359386b72d5	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	NO	UV Spec	[]	null	null
TCGA-15-1444-01A	TCGA-15-1444-01A-02D	1.9	294.03 uL	DNA	D	782a49cf-fa0c-4ad5-b046-af9e0b2c8dcc	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	NO	UV Spec	[]	null	null
TCGA-15-1444-01A	TCGA-15-1444-01A-02R	1.8	29.200000000000003 uL	RNA	R	0998e884-f469-446b-81b6-d3899878eb24	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.434114	7.7
TCGA-15-1444-01A	TCGA-15-1444-01A-02T	[Pending]	94.83 uL	Total RNA	T	0c69864d-6fe2-4b68-80ec-28bdbac48bc4	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-15-1444-10A	TCGA-15-1444-10A-01D	1.9	0 uL	DNA	D	ce9f99e4-b3c3-4497-ac0d-8f0031e974b0	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-19-5954-01A	TCGA-19-5954-01A-11D	1.9	269.03 uL	DNA	D	850fdcd0-32f2-4eb7-a7b1-ae46b2ec413e	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	NO	UV Spec	[]	null	null
TCGA-19-5954-01A	TCGA-19-5954-01A-11H	1.8	103.83 uL	RNA	H	b76aee66-063e-4348-ac55-79264d744d35	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-19-5954-01A	TCGA-19-5954-01A-11R	1.7	13.5 uL	RNA	R	93ecbd5b-2b8a-4aa0-9bf1-9e95ad511c8d	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.4	9.7
TCGA-19-5954-11A	TCGA-19-5954-11A-01D	1.8	217.32999999999998 uL	DNA	D	9b09c790-a71e-40c6-a97e-2acf639b56c3	0.13 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	NO	UV Spec	[]	null	null
TCGA-28-2510-01A	TCGA-28-2510-01A-01D	1.9	376.03 uL	DNA	D	e162a33f-0257-4abd-8ba9-9c81863d4324	0.13 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	NO	UV Spec	[]	null	null
TCGA-28-2510-01A	TCGA-28-2510-01A-01R	1.8	100.2 uL	RNA	R	1b4598cc-46b2-4067-8c38-cb6a82806699	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.541829	7.6
TCGA-28-2510-01A	TCGA-28-2510-01A-01T	[Pending]	129.33 uL	Total RNA	T	ba227f8d-a06d-4f21-828c-1626f055e22b	0.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-28-2510-10A	TCGA-28-2510-10A-01D	1.9	0 uL	DNA	D	7a9db413-a6ba-4422-a23f-08f68b48b845	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-19-5958-01A	TCGA-19-5958-01A-11D	1.9	302.03 uL	DNA	D	404e62ac-fccc-40c9-9cf3-3dfb39acd879	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	NO	UV Spec	[]	null	null
TCGA-19-5958-01A	TCGA-19-5958-01A-11H	1.8	126.83 uL	RNA	H	777d3cf5-4924-4d97-968c-5477a5b84c56	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-19-5958-01A	TCGA-19-5958-01A-11R	1.8	42.5 uL	RNA	R	b3912c6a-aeff-4401-9909-8993454fcdde	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.3	7.4
TCGA-19-5958-11A	TCGA-19-5958-11A-01D	1.8	0.3299999999999983 uL	DNA	D	5b286aa9-3b2a-408a-98ce-ed6b04f7fcdf	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	NO	UV Spec	[]	null	null
TCGA-19-5950-01A	TCGA-19-5950-01A-11D	1.9	267.03 uL	DNA	D	85c67d43-788b-4c98-93c0-cbe70f6f41e0	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	NO	UV Spec	[]	null	null
TCGA-19-5950-01A	TCGA-19-5950-01A-11H	1.7	96.83 uL	RNA	H	e1d72a61-c359-4604-b040-13320d4e07ea	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-19-5950-01A	TCGA-19-5950-01A-11R	1.7	11.199999999999996 uL	RNA	R	4df57f90-5482-41e4-ac08-1fe90a379215	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.4	8.7
TCGA-19-5950-11A	TCGA-19-5950-11A-01D	1.8	83.33 uL	DNA	D	8ef778e2-d4fd-4d13-af70-f7ff6a734079	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	NO	UV Spec	[]	null	null
TCGA-19-5952-01A	TCGA-19-5952-01A-11D	1.9	137.03 uL	DNA	D	15dbdc9e-511e-43d8-bc88-b956510cf280	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	NO	UV Spec	[]	null	null
TCGA-19-5952-01A	TCGA-19-5952-01A-11H	1.7	60.83 uL	RNA	H	998d606e-c9ef-4f7b-bb66-fbda286d4acd	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-19-5952-01A	TCGA-19-5952-01A-11R	1.7	7.5 uL	RNA	R	4a58b461-65ad-43e6-884e-503e9703bb69	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.5	8.6
TCGA-19-5952-11A	TCGA-19-5952-11A-01D	1.8	176.33 uL	DNA	D	c5e7255f-2065-4202-8a29-ba2d09d5635f	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	NO	UV Spec	[]	null	null
TCGA-06-5859-01A	TCGA-06-5859-01A-01D	1.9	525.0300000000001 uL	DNA	D	2be9c50e-15c9-4504-8534-91f1025f89f2	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	NO	UV Spec	[]	null	null
TCGA-06-5859-01A	TCGA-06-5859-01A-01R	1.8	150.39999999999998 uL	RNA	R	8dce1c28-f826-4e57-8daf-ac81ffec4461	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.429251	9.2
TCGA-06-5859-01A	TCGA-06-5859-01A-01T	[Pending]	269.83 uL	Total RNA	T	48a537d9-0326-47a7-af9d-d6568c3c2c7f	0.10 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-5859-10A	TCGA-06-5859-10A-01D	1.9	69.33 uL	DNA	D	15747675-ce4d-4f88-a5cd-fc57c59b89aa	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	NO	UV Spec	[]	null	null
TCGA-76-6285-01A	TCGA-76-6285-01A-11D	1.9	239.02999999999997 uL	DNA	D	ad015f69-d8e8-43e4-a5a0-ae5a8a3a4bfd	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	NO	UV Spec	[]	null	null
TCGA-76-6285-01A	TCGA-76-6285-01A-11H	1.7	111.83 uL	RNA	H	b50fa992-2d86-4314-bdb4-5aa492794128	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-76-6285-01A	TCGA-76-6285-01A-11R	1.7	45.5 uL	RNA	R	153a1bb2-1c43-4c55-b979-a9442647bfe7	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.586541	9.4
TCGA-76-6285-10A	TCGA-76-6285-10A-01D	1.9	189.33 uL	DNA	D	6cd1d435-cbf5-42c6-803f-a7cf9714a186	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	NO	UV Spec	[]	null	null
TCGA-27-2526-01A	TCGA-27-2526-01A-01D	1.9	107.7 uL	DNA	D	152b8f54-e799-45d2-a435-0fd58b999661	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-27-2526-01A	TCGA-27-2526-01A-01R	1.8	31.700000000000003 uL	RNA	R	929d768d-c38a-42ba-8abf-443db21c959f	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	2.5	8.5
TCGA-27-2526-01A	TCGA-27-2526-01A-01T	[Pending]	0 uL	Total RNA	T	1b758701-00ae-4e88-a1fe-b3ac2e356a2b	.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-27-2526-01A	TCGA-27-2526-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	5997c767-9a76-4548-ac1d-6f0ec37986b5	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-27-2526-10A	TCGA-27-2526-10A-01D	1.9	59.000000000000014 uL	DNA	D	8ee102c5-9cd6-4100-a9bb-d1710afe9185	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-27-2526-10A	TCGA-27-2526-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	bc5ec2a9-ff52-4d7f-8271-7b5e68c1fa75	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-27-2527-01A	TCGA-27-2527-01A-01D	1.9	94.7 uL	DNA	D	123f0208-892d-48c7-9024-c2e09c6669e4	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-27-2527-01A	TCGA-27-2527-01A-01R	1.8	40 uL	RNA	R	729560e2-d1b3-4c1f-a72c-3097cff95096	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.6	9.1
TCGA-27-2527-01A	TCGA-27-2527-01A-01T	[Pending]	0 uL	Total RNA	T	9e4f4bd1-5c44-4ce0-8211-911f2e2ceab4	.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-27-2527-01A	TCGA-27-2527-01A-01W	[Pending]	180 uL	Repli-G (Qiagen) DNA	W	1d7026de-383e-4d37-90d6-df5e7dc84541	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-27-2527-10A	TCGA-27-2527-10A-01D	1.9	164 uL	DNA	D	7c540c8f-f273-4cda-a408-a5b7efcee920	0.150 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-27-2527-10A	TCGA-27-2527-10A-01W	[Pending]	180 uL	Repli-G (Qiagen) DNA	W	dd3e0173-109b-4adf-bff4-e647577e035f	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-27-2521-01A	TCGA-27-2521-01A-01D	1.9	522.7 uL	DNA	D	b95bbdf9-d63d-4e9d-93e4-b197a7875285	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-27-2521-01A	TCGA-27-2521-01A-01R	1.8	55.7 uL	RNA	R	e6d5e82f-e56e-484b-a9a1-5967db9414cc	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.7	7.6
TCGA-27-2521-01A	TCGA-27-2521-01A-01T	[Pending]	0 uL	Total RNA	T	737aad03-5e00-4b23-aab2-547588756843	.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-27-2521-01A	TCGA-27-2521-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	3bd94388-df8c-491f-b39a-494eb2a71d45	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-27-2521-10A	TCGA-27-2521-10A-01D	1.9	440.99999999999994 uL	DNA	D	830537b7-fe4f-450e-b6e0-e04040ee7fe3	0.160 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-27-2521-10A	TCGA-27-2521-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	3da68da3-74f2-4693-8471-fe76206d2c67	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-27-2528-01A	TCGA-27-2528-01A-01D	1.9	202.7 uL	DNA	D	61b0ef19-2736-4494-8c8d-cecf26fdd933	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-27-2528-01A	TCGA-27-2528-01A-01R	1.8	37.7 uL	RNA	R	5f221673-def5-44d0-8eb9-4ab56a2829ec	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.8	8.5
TCGA-27-2528-01A	TCGA-27-2528-01A-01T	[Pending]	0 uL	Total RNA	T	3b6d3aa7-bfe6-488d-9198-2ab28bc6ecbc	.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-27-2528-01A	TCGA-27-2528-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	47959142-1c3d-4764-8dbc-bcd91612f47d	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-27-2528-10A	TCGA-27-2528-10A-01D	1.9	461.99999999999994 uL	DNA	D	b14a5c9f-1ac3-423b-9f12-03ca9a4fbe5c	0.170 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-27-2528-10A	TCGA-27-2528-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	fb5ac4ab-295a-45fa-82b9-dfa83f132241	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-28-1753-01A	TCGA-28-1753-01A-01D	1.924575586	398.69999999999993 uL	DNA	D	1a0bc978-afd9-4bcf-9f51-e721d57669a0	0.171509899 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-28-1753-01A	TCGA-28-1753-01A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	763075bc-916e-4c9a-b90e-6b7771f824a3	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-28-1753-01A	TCGA-28-1753-01A-01R	1.9	232.7 uL	RNA	R	609eedc8-6e47-4e30-b4b6-6ef1ed1f62b7	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.7	8.4
